Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.0533448645676595,0,-1.17877812126139E-19,0,0,0,0.014147617160284,1.92231757036295E-07,2.13009398968564E-21,-2.81780090354023E-22,1.90319525166767E-05,-9.4651867770243E-13,1.90319405128208E-05,0,0,0,0,0,0,package://PencilAssembly4/meshes/base_link.STL,0.6,0.6,0.6,1,0,0,0,0,0,0,package://PencilAssembly4/meshes/base_link.STL,,Pencil-1,Coordinate System1 <Pencil-1>,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
point_link,-0.0981551336064762,0,-2.4332103702588E-19,0,0,0,0.0141476175683533,1.92231762857415E-07,-1.3561400985038E-22,4.11828317985909E-22,3.18636964492055E-05,-9.51410980553616E-13,3.18636844538108E-05,0,0,0,0,0,0,package://PencilAssembly4/meshes/point_link.STL,0.6,0.6,0.6,1,0,0,0,0,0,0,package://PencilAssembly4/meshes/point_link.STL,,,Coordinate System2 <Pencil-1>,Axis1,point_joint,fixed,0.1515,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
