Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0957355123457233,-9.33844645680804E-05,0.454079173572236,0,0,0,225.175136389995,23.9107053609577,0.019113829505406,-2.38705549230706,24.277742757271,0.0443441796689224,9.91091787540998,0,0,0,0,0,0,package://HandAssembly5/meshes/base_link.STL,0.188235294117647,0.203921568627451,1,1,0,0,0,0,0,0,package://HandAssembly5/meshes/base_link.STL,,FingerAssembly-2/FingerBase-1;FingerAssembly-3/FingerBase-1;FingerAssembly-1/FingerBase-1;HandBase-1,Coordinate System1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
finger_1,0.058211400276605,3.76936423740482E-08,8.73444794269318E-08,0,0,0,2.62291217240702,0.0059915016755219,2.23180711965421E-08,1.35200392851684E-08,0.0153590445392389,-1.69514000170245E-07,0.0188065584655924,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_1.STL,0.188235294117647,0.203921568627451,1,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_1.STL,,FingerAssembly-3/FingerArm1-1,Coordinate System2,Axis7,fin1,revolute,0.292117822710978,0.175,1.14406683612052,-3.14159265358979,-0.434081521732677,0,base_link,0,0,1,0,0,0,2,,,,,,,,
finger_1_1,0.109229658566421,-1.08218189409648E-07,2.77427967543264E-07,0,0,0,2.39969201778968,0.00501927352597898,-1.63973205559399E-08,-2.28348034184707E-08,0.0157115159697322,1.57050948514169E-09,0.0126581692982653,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_1_1.STL,0.188235294117647,0.203921568627451,1,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_1_1.STL,,FingerAssembly-3/FingerArm2-1,Coordinate System3,Axis8,fin1_1,revolute,0.179528059776071,0,0,-1.5707963267949,0,0,finger_1,-5.91557224570015E-05,0,-0.999999998211192,0,0,0,2,,,,,,,,
finger_1_1_1,0.180465436095979,-4.34883250521878E-08,4.23646132619027E-08,0,0,0,1.9242557493213,0.00352221462280165,1.53025432666088E-08,2.34602653598481E-08,0.0122191473111296,-6.31477478167242E-10,0.0117365284602967,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_1_1_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_1_1_1.STL,,FingerAssembly-3/EndEffector-1,Coordinate System4,Axis9,fin1_1_1,revolute,0.235471940223928,0,0,0,0,0,finger_1_1,5.91557224571689E-05,0,0.999999998211192,0,0,0,2,,,,,,,,
finger_1_eef,-0.0245345639040211,4.23646132619027E-08,4.34883247191209E-08,0,0,0,1.9242557493213,0.00352221462280165,2.34602653599029E-08,-1.53025432646572E-08,0.0117365284602967,6.31477478172835E-10,0.0122191473111296,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_1_eef.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_1_eef.STL,,FingerAssembly-3/EndEffector-1,Coordinate System13,Axis9,fin1_eef,fixed,0.205,0,0,1.5707963267949,0,0,finger_1_1_1,0,0,0,,,,,,,,,,,,
finger_2,0.0582116120903939,1.11964540194798E-07,-3.91548026557054E-07,0,0,0,2.62290642499631,0.00599168807900474,3.82927900220961E-08,-4.28218440602646E-08,0.0153587683117724,-1.29684289260522E-07,0.0188064358562405,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_2.STL,0.188235294117647,0.203921568627451,1,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_2.STL,,FingerAssembly-2/FingerArm1-1,Coordinate System5,Axis4,fin2,revolute,0.338191099465507,0,0.774632196937085,3.14159265358979,0.194237175479863,0,base_link,0,0,1,0,0,0,2,,,,,,,,
finger_2_1,0.109230300998187,7.04610364499203E-08,1.17474904248738E-07,0,0,0,2.39970392286082,0.00501928955128547,-3.51571049600182E-08,2.25113499508722E-08,0.0157116976495695,8.61359518319559E-10,0.0126583385705887,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_2_1.STL,0.188235294117647,0.203921568627451,1,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_2_1.STL,,FingerAssembly-2/FingerArm2-1,Coordinate System6,Axis5,fin2_1,revolute,0.179528059776071,0,0,-1.5707963267949,0,0,finger_2,0,0,-1,0,0,0,2,,,,,,,,
finger_2_1_1,0.18046559586156,3.01820902159911E-07,-9.74496372485589E-10,0,0,0,1.92424517665912,0.0035221963386311,6.17228919889837E-09,6.36595521465759E-09,0.0122189474087319,2.78510539181517E-10,0.0117363268700237,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_2_1_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_2_1_1.STL,,FingerAssembly-2/EndEffector-1,Coordinate System7,Axis6,fin2_1_1,revolute,0.235471940223929,0,0,0,0,0,finger_2_1,0,0,1,0,0,0,2,,,,,,,,
finger_2_eef,-0.0245344041384397,-9.74496372485589E-10,-3.01820902159911E-07,0,0,0,1.92424517665912,0.0035221963386311,6.36595521587555E-09,-6.17228919651313E-09,0.0117363268700237,-2.78510539241131E-10,0.0122189474087319,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_2_eef.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_2_eef.STL,,FingerAssembly-2/EndEffector-1,Coordinate System12,Axis6,fin2_eef,fixed,0.205,0,0,1.5707963267949,0,0,finger_2_1_1,0,0,0,,,,,,,,,,,,
finger_3,0.0582114002766059,3.76936419854701E-08,8.73444788718203E-08,0,0,0,2.62291217240701,0.00599150167552193,2.23180711870918E-08,1.3520039289722E-08,0.015359044539239,-1.69514000165525E-07,0.0188065584655925,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_3.STL,0.188235294117647,0.203921568627451,1,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_3.STL,,FingerAssembly-1/FingerArm1-1,Coordinate System8,Axis1,fin3,revolute,0.292117822710978,-0.175,1.14406683612052,3.14159265358979,-0.434081521732677,0,base_link,0,0,1,0,0,0,2,,,,,,,,
finger_3_1,0.109229658566421,-1.08218189187603E-07,2.77427967598776E-07,0,0,0,2.39969201778967,0.00501927352597895,-1.63973205608188E-08,-2.28348034226873E-08,0.0157115159697319,1.570509486711E-09,0.0126581692982651,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_3_1.STL,0.188235294117647,0.203921568627451,1,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_3_1.STL,,FingerAssembly-1/FingerArm2-1,Coordinate System9,Axis2,fin3_1,revolute,0.179528059776072,0,0,-1.5707963267949,0,0,finger_3,0,0,-1,0,0,0,2,,,,,,,,
finger_3_1_1,0.180465436095979,-4.34883247191209E-08,4.23646130398581E-08,0,0,0,1.92425574932128,0.0035222146228016,1.53025432575015E-08,2.34602653618709E-08,0.0122191473111295,-6.31477478601333E-10,0.0117365284602966,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_3_1_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_3_1_1.STL,,FingerAssembly-1/EndEffector-1,Coordinate System10,Axis3,fin3_1_1,revolute,0.235471940223929,0,0,0,0,0,finger_3_1,0,0,-1,0,0,0,2,,,,,,,,
finger_3_eef,-0.0245345639040211,4.23646130398581E-08,4.34883247191209E-08,0,0,0,1.92425574932128,0.0035222146228016,2.34602653598607E-08,-1.53025432538152E-08,0.0117365284602966,6.31477478427142E-10,0.0122191473111295,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_3_eef.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://HandAssembly5/meshes/finger_3_eef.STL,,FingerAssembly-1/EndEffector-1,Coordinate System11,Axis3,fin3_eef,fixed,0.205,0,0,1.5707963267949,0,0,finger_3_1_1,0,0,0,,,,,,,,,,,,
